0.000000000,0.000000000,1.999999999
0.000000000,0.000843170,0.999999999
0.000000000,0.021079258,0.999999710
0.001126126,0.021079258,0.999999685
0.001126126,0.024451939,0.999999641
0.001126126,0.026138280,0.999999632
0.001126126,0.039629005,0.999999338
0.002252252,0.039629005,0.999999327
0.002252252,0.042158516,0.999999289
0.005630631,0.042158516,0.999999200
0.005630631,0.045531197,0.999999140
0.006756757,0.045531197,0.999999131
0.006756757,0.073355818,0.999998236
0.007882883,0.073355818,0.999998193
0.007882883,0.102866779,0.999996371
0.009009009,0.102866779,0.999996343
0.009009009,0.103709949,0.999996254
0.010135135,0.103709949,0.999996242
0.010135135,0.127318718,0.999994522
0.011261261,0.127318718,0.999994320
0.011261261,0.138279933,0.999993035
0.011261261,0.139966273,0.999993024
0.011261261,0.155143339,0.999991233
0.012387387,0.155143339,0.999991224
0.012387387,0.159359191,0.999991145
0.013513514,0.159359191,0.999990883
0.013513514,0.216694772,0.999971858
0.014639640,0.216694772,0.999971549
0.014639640,0.223440135,0.999969971
0.015765766,0.223440135,0.999969907
0.015765766,0.231871838,0.999965968
0.016891892,0.231871838,0.999965334
0.016891892,0.244519393,0.999958784
0.019144144,0.244519393,0.999956339
0.019144144,0.258853288,0.999947962
0.020270270,0.258853288,0.999947908
0.020270270,0.264755481,0.999946306
0.022522523,0.264755481,0.999944282
0.022522523,0.293423272,0.999927044
0.023648649,0.293423272,0.999926872
0.023648649,0.299325464,0.999923162
0.024774775,0.299325464,0.999923151
0.024774775,0.350758853,0.999883309
0.025900901,0.350758853,0.999881549
0.025900901,0.351602024,0.999881101
0.027027027,0.351602024,0.999879803
0.027027027,0.361720067,0.999865250
0.028153153,0.361720067,0.999864505
0.028153153,0.378583474,0.999852139
0.029279279,0.378583474,0.999851508
0.029279279,0.391231029,0.999838536
0.030405405,0.391231029,0.999838282
0.030405405,0.398819562,0.999828273
0.031531532,0.398819562,0.999827535
0.031531532,0.399662732,0.999826795
0.032657658,0.399662732,0.999824633
0.032657658,0.403035413,0.999818605
0.033783784,0.403035413,0.999818509
0.033783784,0.417369309,0.999794003
0.034909910,0.417369309,0.999792436
0.034909910,0.433389545,0.999763775
0.036036036,0.433389545,0.999763768
0.036036036,0.435075885,0.999761000
0.037162162,0.435075885,0.999760052
0.037162162,0.436762226,0.999758814
0.038288288,0.436762226,0.999756937
0.038288288,0.441821248,0.999752493
0.039414414,0.441821248,0.999748097
0.039414414,0.446037099,0.999741383
0.040540541,0.446037099,0.999740787
0.040540541,0.449409781,0.999733851
0.041666667,0.449409781,0.999732456
0.041666667,0.468802698,0.999693643
0.042792793,0.468802698,0.999683358
0.042792793,0.475548061,0.999673480
0.043918919,0.475548061,0.999671278
0.043918919,0.484822934,0.999641171
0.045045045,0.484822934,0.999640809
0.045045045,0.485666105,0.999636381
0.046171171,0.485666105,0.999634806
0.046171171,0.513490725,0.999569963
0.047297297,0.513490725,0.999569001
0.047297297,0.526138280,0.999533423
0.049549550,0.526138280,0.999532305
0.049549550,0.528667791,0.999525927
0.050675676,0.528667791,0.999522891
0.050675676,0.534569983,0.999501649
0.052927928,0.534569983,0.999495679
0.052927928,0.539629005,0.999460589
0.054054054,0.539629005,0.999459586
0.054054054,0.542158516,0.999444761
0.055180180,0.542158516,0.999441349
0.055180180,0.545531197,0.999432308
0.056306306,0.545531197,0.999430115
0.056306306,0.556492411,0.999379111
0.057432432,0.556492411,0.999369681
0.057432432,0.559021922,0.999362490
0.058558559,0.559021922,0.999353581
0.058558559,0.560708263,0.999349151
0.059684685,0.560708263,0.999346028
0.059684685,0.564080944,0.999335838
0.060810811,0.564080944,0.999333955
0.060810811,0.564924115,0.999332271
0.061936937,0.564924115,0.999318541
0.061936937,0.567453626,0.999306741
0.063063063,0.567453626,0.999304298
0.063063063,0.569139966,0.999300771
0.064189189,0.569139966,0.999297500
0.064189189,0.578414840,0.999240421
0.065315315,0.578414840,0.999234985
0.065315315,0.580101180,0.999210008
0.066441441,0.580101180,0.999196280
0.066441441,0.580944351,0.999189163
0.067567568,0.580944351,0.999177912
0.067567568,0.588532884,0.999153985
0.068693694,0.588532884,0.999147235
0.068693694,0.589376054,0.999146625
0.069819820,0.589376054,0.999142944
0.069819820,0.591905565,0.999118364
0.072072072,0.591905565,0.999113948
