FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.317169217,0.805900872,0.768637538,0.840453386
0.317956796,0.806288481,0.769230783,0.841030180
0.318744374,0.806677759,0.769599974,0.841242433
0.319531953,0.806677759,0.769599974,0.841242433
0.320319532,0.807026029,0.770066917,0.841832340
0.321107111,0.807377577,0.770066917,0.841975331
0.321894689,0.807377577,0.770066917,0.841975331
0.322682268,0.807770073,0.770531416,0.842248440
0.323469847,0.808050275,0.770902991,0.842830896
0.324257426,0.808050275,0.770902991,0.842830896
0.325045005,0.808408678,0.771615028,0.843404233
0.325832583,0.808772564,0.771666646,0.843835592
0.326620162,0.809119880,0.772120178,0.843835592
0.327407741,0.809119880,0.772120178,0.843835592
0.328195320,0.809497058,0.772499979,0.844635189
0.328982898,0.809825778,0.772499979,0.844635189
0.329770477,0.809825778,0.772499979,0.844635189
0.330558056,0.810152352,0.772508025,0.844669104
0.331345635,0.810474634,0.772946835,0.845684409
0.332133213,0.810474634,0.772946835,0.845684409
0.332920792,0.810777962,0.773333311,0.845874906
0.333708371,0.811160147,0.773789644,0.846279621
0.334495950,0.811536074,0.773961663,0.847089469
0.335283528,0.811536074,0.773961663,0.847089469
0.336071107,0.811875999,0.774305582,0.847089469
0.336858686,0.812263310,0.774624348,0.847176075
0.337646265,0.812263310,0.774624348,0.847176075
0.338433843,0.812595606,0.775206625,0.847958326
0.339221422,0.812940538,0.775206625,0.848144948
0.340009001,0.812940538,0.775206625,0.848144948
0.340796580,0.813300133,0.775693297,0.848144948
0.341584158,0.813646078,0.775723457,0.848509908
0.342371737,0.813984752,0.776041687,0.848535538
0.343159316,0.813984752,0.776041687,0.848535538
0.343946895,0.814375401,0.776293814,0.848561764
0.344734473,0.814711094,0.776748121,0.849678457
0.345522052,0.814711094,0.776748121,0.849678457
0.346309631,0.815095961,0.776831329,0.849785388
0.347097210,0.815426767,0.778346121,0.849785388
0.347884788,0.815426767,0.778346121,0.849785388
0.348672367,0.815764904,0.778346121,0.850209177
0.349459946,0.816105723,0.778955936,0.850228310
0.350247525,0.816444516,0.779255331,0.850253820
0.351035104,0.816444516,0.779255331,0.850253820
0.351822682,0.816797495,0.779771626,0.850697279
0.352610261,0.817156017,0.779932559,0.851304352
0.353397840,0.817156017,0.779932559,0.851304352
0.354185419,0.817497611,0.781250000,0.851314604
0.354972997,0.817814827,0.781250000,0.851374567
0.355760576,0.817814827,0.781250000,0.851374567
0.356548155,0.818210483,0.781942070,0.852090061
0.357335734,0.818529069,0.782118082,0.852292001
0.358123312,0.818898320,0.782118082,0.852292001
0.358910891,0.818898320,0.782118082,0.852292001
0.359698470,0.819223523,0.782505929,0.853092790
0.360486049,0.819614530,0.782505929,0.853463590
0.361273627,0.819614530,0.782505929,0.853463590
0.362061206,0.819960058,0.782608688,0.853463590
0.362848785,0.820265353,0.782986104,0.853476822
0.363636364,0.820265353,0.782986104,0.853476822
0.364423942,0.820566773,0.782986104,0.853832424
0.365211521,0.820887268,0.782986104,0.854115725
0.365999100,0.821236610,0.782986104,0.854304612
0.366786679,0.821236610,0.782986104,0.854304612
0.367574257,0.821574807,0.782986104,0.854321003
0.368361836,0.821917295,0.784148395,0.854576588
0.369149415,0.821917295,0.784148395,0.854576588
0.369936994,0.822190285,0.784313738,0.854576588
0.370724572,0.822531760,0.784345031,0.855239809
0.371512151,0.822531760,0.784345031,0.855239809
0.372299730,0.822835267,0.784722209,0.855431974
0.373087309,0.823174953,0.787290394,0.855794013
0.373874887,0.823513091,0.787290394,0.855902791
0.374662466,0.823513091,0.787290394,0.855902791
0.375450045,0.823830068,0.787290394,0.856506228
0.376237624,0.824124575,0.787290394,0.856770813
0.377025203,0.824124575,0.787290394,0.856770813
0.377812781,0.824434161,0.787290394,0.857510746
0.378600360,0.824772477,0.787326396,0.857904077
0.379387939,0.824772477,0.787326396,0.857904077
0.380175518,0.825044870,0.787427604,0.857904077
0.380963096,0.825356662,0.787539959,0.857904077
0.381750675,0.825356662,0.787539959,0.857904077
0.382538254,0.825685203,0.787955880,0.858254135
0.383325833,0.825929403,0.788743854,0.858260870
0.384113411,0.826238453,0.788743854,0.858260870
0.384900990,0.826238453,0.788743854,0.858260870
0.385688569,0.826527596,0.789081872,0.858792186
0.386476148,0.826788306,0.789137363,0.858792186
0.387263726,0.826788306,0.789137363,0.858792186
0.388051305,0.827032566,0.789297640,0.858792186
0.388838884,0.827279568,0.789836347,0.858792186
0.389626463,0.827279568,0.789836347,0.858792186
0.390414041,0.827552676,0.790833354,0.859259248
0.391201620,0.827849388,0.791083932,0.859259248
0.391989199,0.828164995,0.791133821,0.859259248
0.392776778,0.828164995,0.791133821,0.859259248
0.393564356,0.828412354,0.791318893,0.859259248
0.394351935,0.828688741,0.791558981,0.859259248
0.395139514,0.828688741,0.791558981,0.859259248
0.395927093,0.828906119,0.792642117,0.859259248
0.396714671,0.829129994,0.793075025,0.859555542
0.397502250,0.829129994,0.793075025,0.859555542
0.398289829,0.829398394,0.793075025,0.859564185
0.399077408,0.829641700,0.793217540,0.859564185
0.399864986,0.829882026,0.794166684,0.859564185
0.400652565,0.829882026,0.794166684,0.859564185
0.401440144,0.830121100,0.794166684,0.859564185
0.402227723,0.830380201,0.794166684,0.859564185
0.403015302,0.830380201,0.794166684,0.859564185
0.403802880,0.830597222,0.794741333,0.859797299
0.404590459,0.830791652,0.795041323,0.859797299
0.405378038,0.830791652,0.795041323,0.859797299
0.406165617,0.830992937,0.795138896,0.859797299
0.406953195,0.831196189,0.795138896,0.859982729
0.407740774,0.831403196,0.795454562,0.860932469
0.408528353,0.831403196,0.795454562,0.860932469
0.409315932,0.831588268,0.796328664,0.860932469
0.410103510,0.831770480,0.796726942,0.861158431
0.410891089,0.831770480,0.796726942,0.861158431
0.411678668,0.831971526,0.796875000,0.861158431
0.412466247,0.832200170,0.797588289,0.861227930
0.413253825,0.832200170,0.797588289,0.861227930
0.414041404,0.832394958,0.798482299,0.861711323
0.414828983,0.832589149,0.798482299,0.861711323
0.415616562,0.832783520,0.798663318,0.861736357
0.416404140,0.832783520,0.798663318,0.861736357
0.417191719,0.833017230,0.799301922,0.861754954
0.417979298,0.833221853,0.799301922,0.861802578
0.418766877,0.833221853,0.799301922,0.861802578
0.419554455,0.833360970,0.799516916,0.861802578
0.420342034,0.833572626,0.799516916,0.862010241
0.421129613,0.833572626,0.799516916,0.862010241
0.421917192,0.833731711,0.800000012,0.862010241
0.422704770,0.833912849,0.800168633,0.862540185
0.423492349,0.834117651,0.800334156,0.862608671
0.424279928,0.834117651,0.800334156,0.862608671
0.425067507,0.834269524,0.800630391,0.863175690
0.425855086,0.834441423,0.801047146,0.863175690
0.426642664,0.834441423,0.801047146,0.863175690
0.427430243,0.834594250,0.801047146,0.863175690
0.428217822,0.834754884,0.801488817,0.863175690
0.429005401,0.834754884,0.801488817,0.863175690
0.429792979,0.834957361,0.801599979,0.863232672
0.430580558,0.835111141,0.801932395,0.863232672
0.431368137,0.835252345,0.802170277,0.863443613
0.432155716,0.835252345,0.802170277,0.863443613
0.432943294,0.835419476,0.803200006,0.863478243
0.433730873,0.835591674,0.803541303,0.863478243
0.434518452,0.835591674,0.803541303,0.863478243
0.435306031,0.835723877,0.803722501,0.863478243
0.436093609,0.835836291,0.803722501,0.864020288
0.436881188,0.835836291,0.803722501,0.864020288
0.437668767,0.835995853,0.803839743,0.864020288
0.438456346,0.836145282,0.804799974,0.864261150
0.439243924,0.836265862,0.805410147,0.864261150
0.440031503,0.836265862,0.805410147,0.864261150
0.440819082,0.836425304,0.805509210,0.864261150
0.441606661,0.836557567,0.805509210,0.864261150
0.442394239,0.836557567,0.805509210,0.864261150
0.443181818,0.836688697,0.805599988,0.864261150
0.443969397,0.836827397,0.805599988,0.864261150
0.444756976,0.836827397,0.805599988,0.864261150
0.445544554,0.836998522,0.805872738,0.864261150
0.446332133,0.837115526,0.805872738,0.864347816
0.447119712,0.837267280,0.806368351,0.864583313
0.447907291,0.837267280,0.806368351,0.864583313
0.448694869,0.837430894,0.806368351,0.865433156
0.449482448,0.837542474,0.806368351,0.865433156
0.450270027,0.837542474,0.806368351,0.865433156
0.451057606,0.837659299,0.806368351,0.865709484
0.451845185,0.837776244,0.806368351,0.865709484
0.452632763,0.837776244,0.806368351,0.865709484
0.453420342,0.837900639,0.807155311,0.865897000
0.454207921,0.838050663,0.807200015,0.865897000
0.454995500,0.838185012,0.807200015,0.865897000
0.455783078,0.838185012,0.807200015,0.865897000
0.456570657,0.838294327,0.807200015,0.865897000
0.457358236,0.838414907,0.807200015,0.866086960
0.458145815,0.838414907,0.807200015,0.866086960
0.458933393,0.838560045,0.807278752,0.866086960
0.459720972,0.838697016,0.807278752,0.866086960
0.460508551,0.838697016,0.807278752,0.866086960
0.461296130,0.838809669,0.807278752,0.866086960
0.462083708,0.838941991,0.807624102,0.866209269
0.462871287,0.839053571,0.807692289,0.866379321
0.463658866,0.839053571,0.807692289,0.866379321
0.464446445,0.839151502,0.807973981,0.866548061
0.465234023,0.839304447,0.808738649,0.866548061
0.466021602,0.839304447,0.808738649,0.866548061
0.466809181,0.839431882,0.809364557,0.866666675
0.467596760,0.839535534,0.809364557,0.867066920
0.468384338,0.839535534,0.809364557,0.867066920
0.469171917,0.839649677,0.809364557,0.867115200
0.469959496,0.839759290,0.809364557,0.867115200
0.470747075,0.839870811,0.809443533,0.867115200
0.471534653,0.839870811,0.809443533,0.867115200
0.472322232,0.839973271,0.809563041,0.867115200
0.473109811,0.840074956,0.809563041,0.867115200
0.473897390,0.840074956,0.809563041,0.867115200
0.474684968,0.840196311,0.809563041,0.867115200
0.475472547,0.840322852,0.809563041,0.867439926
0.476260126,0.840322852,0.809563041,0.867439926
0.477047705,0.840439796,0.809563041,0.867439926
0.477835284,0.840559840,0.809563041,0.867489696
0.478622862,0.840631843,0.809563041,0.868197262
0.479410441,0.840631843,0.809563041,0.868197262
0.480198020,0.840736330,0.809773147,0.868197262
0.480985599,0.840834856,0.810387492,0.868197262
0.481773177,0.840834856,0.810387492,0.868197262
0.482560756,0.840962052,0.810387492,0.868312776
0.483348335,0.841074467,0.810387492,0.868312776
0.484135914,0.841074467,0.810387492,0.868312776
0.484923492,0.841173768,0.810387492,0.868312776
0.485711071,0.841284692,0.810387492,0.868536353
0.486498650,0.841384530,0.810418427,0.868561268
0.487286229,0.841384530,0.810418427,0.868561268
0.488073807,0.841495752,0.810418427,0.868561268
0.488861386,0.841586947,0.810418427,0.868561268
0.489648965,0.841586947,0.810418427,0.868561268
0.490436544,0.841683328,0.810418427,0.868729115
0.491224122,0.841788948,0.811036766,0.868965507
0.492011701,0.841788948,0.811036766,0.868965507
0.492799280,0.841890693,0.811170220,0.868965507
0.493586859,0.841996074,0.812195122,0.869135797
0.494374437,0.842085719,0.812339306,0.869412780
0.495162016,0.842085719,0.812339306,0.869412780
0.495949595,0.842209399,0.812392414,0.869412780
0.496737174,0.842330754,0.812392414,0.869639814
0.497524752,0.842330754,0.812392414,0.869639814
0.498312331,0.842438936,0.812392414,0.869639814
0.499099910,0.842557132,0.813252985,0.869639814
0.499887489,0.842557132,0.813252985,0.869639814
0.500675068,0.842630565,0.813252985,0.869639814
0.501462646,0.842730582,0.813252985,0.869639814
0.502250225,0.842730582,0.813252985,0.869639814
0.503037804,0.842830777,0.813252985,0.870401323
0.503825383,0.842948973,0.813252985,0.870781898
0.504612961,0.843065023,0.814475894,0.870781898
0.505400540,0.843065023,0.814475894,0.870781898
0.506188119,0.843177199,0.814475894,0.870781898
0.506975698,0.843281627,0.814475894,0.870781898
0.507763276,0.843281627,0.814475894,0.870781898
0.508550855,0.843388319,0.814475894,0.871165633
0.509338434,0.843478858,0.814475894,0.871237457
0.510126013,0.843478858,0.814475894,0.871237457
0.510913591,0.843602777,0.814716339,0.871237457
0.511701170,0.843707502,0.814716339,0.871237457
0.512488749,0.843806505,0.814716339,0.871237457
0.513276328,0.843806505,0.814716339,0.871237457
0.514063906,0.843910098,0.814722896,0.871237457
0.514851485,0.844045818,0.814722896,0.871551752
0.515639064,0.844045818,0.814722896,0.871551752
0.516426643,0.844173968,0.814722896,0.871551752
0.517214221,0.844299257,0.814722896,0.871582448
0.518001800,0.844299257,0.814722896,0.871582448
0.518789379,0.844423115,0.814722896,0.871904373
0.519576958,0.844537139,0.814722896,0.871904373
0.520364536,0.844659388,0.814722896,0.871925354
0.521152115,0.844659388,0.814722896,0.871925354
0.521939694,0.844772935,0.814722896,0.872146130
0.522727273,0.844872057,0.814814806,0.872146130
0.523514851,0.844872057,0.814814806,0.872146130
0.524302430,0.845001340,0.814814806,0.872146130
0.525090009,0.845106304,0.814974189,0.872413814
0.525877588,0.845106304,0.814974189,0.872413814
0.526665167,0.845230460,0.814974189,0.872444808
0.527452745,0.845341265,0.815199971,0.872860610
0.528240324,0.845464587,0.815199971,0.873001754
0.529027903,0.845464587,0.815199971,0.873001754
0.529815482,0.845574439,0.815307796,0.873043478
0.530603060,0.845708013,0.815307796,0.873275876
0.531390639,0.845708013,0.815307796,0.873275876
0.532178218,0.845812201,0.815307796,0.873749018
0.532965797,0.845917463,0.815307796,0.873889863
0.533753375,0.845917463,0.815307796,0.873889863
0.534540954,0.846032739,0.815307796,0.874080122
0.535328533,0.846144795,0.815834761,0.874080122
0.536116112,0.846245825,0.815999985,0.874080122
0.536903690,0.846245825,0.815999985,0.874080122
0.537691269,0.846372306,0.815999985,0.874684632
0.538478848,0.846507847,0.816188872,0.874892175
0.539266427,0.846507847,0.816188872,0.874892175
0.540054005,0.846619725,0.816695333,0.874892175
0.540841584,0.846735060,0.816695333,0.874892175
0.541629163,0.846735060,0.816695333,0.874892175
0.542416742,0.846844852,0.816695333,0.874892175
0.543204320,0.846945345,0.816695333,0.874892175
0.543991899,0.847069263,0.816695333,0.875666082
0.544779478,0.847069263,0.816695333,0.875666082
0.545567057,0.847204506,0.817555964,0.875666082
0.546354635,0.847335100,0.817555964,0.875666082
0.547142214,0.847335100,0.817555964,0.875666082
0.547929793,0.847444415,0.817555964,0.875666082
0.548717372,0.847509503,0.817555964,0.875666082
0.549504950,0.847509503,0.817555964,0.875666082
0.550292529,0.847652078,0.817555964,0.876166224
0.551080108,0.847773314,0.817555964,0.876166224
0.551867687,0.847910225,0.818551660,0.876366675
0.552655266,0.847910225,0.818551660,0.876366675
0.553442844,0.848039567,0.818551660,0.876366675
0.554230423,0.848170757,0.818986297,0.876404524
0.555018002,0.848170757,0.818986297,0.876404524
0.555805581,0.848311365,0.819277108,0.876521766
0.556593159,0.848418355,0.819277108,0.876521766
0.557380738,0.848418355,0.819277108,0.876521766
0.558168317,0.848535895,0.819277108,0.876554191
0.558955896,0.848663807,0.819397986,0.877009630
0.559743474,0.848797262,0.819397986,0.877391279
0.560531053,0.848797262,0.819397986,0.877391279
0.561318632,0.848927140,0.819397986,0.877483428
0.562106211,0.849084735,0.819397986,0.877483428
0.562893789,0.849084735,0.819397986,0.877483428
0.563681368,0.849229574,0.819397986,0.877483428
0.564468947,0.849397480,0.819397986,0.877483428
0.565256526,0.849397480,0.819397986,0.877483428
0.566044104,0.849522352,0.819397986,0.877483428
0.566831683,0.849622190,0.819397986,0.877483428
0.567619262,0.849710584,0.819397986,0.877740324
0.568406841,0.849710584,0.819397986,0.877740324
0.569194419,0.849860370,0.819397986,0.877926409
0.569981998,0.850009501,0.819397986,0.877926409
0.570769577,0.850009501,0.819397986,0.877926409
0.571557156,0.850162327,0.819397986,0.878189325
0.572344734,0.850304663,0.819397986,0.878260851
0.573132313,0.850304663,0.819397986,0.878260851
0.573919892,0.850423217,0.819397986,0.878260851
0.574707471,0.850565553,0.819397986,0.878762543
0.575495050,0.850717306,0.819397986,0.878762543
0.576282628,0.850717306,0.819397986,0.878762543
0.577070207,0.850852311,0.819397986,0.878969967
0.577857786,0.850957274,0.819397986,0.878969967
