FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
0.262038704,0.749735713,0.716282904,0.780943871
0.262826283,0.750087857,0.716555178,0.780943871
0.263613861,0.750430763,0.717906773,0.781147540
0.264401440,0.750430763,0.717906773,0.781147540
0.265189019,0.750791371,0.717906773,0.781147540
0.265976598,0.751133680,0.718470275,0.781739116
0.266764176,0.751133680,0.718470275,0.781739116
0.267551755,0.751459658,0.719051778,0.781739116
0.268339334,0.751785636,0.719269097,0.781967223
0.269126913,0.751785636,0.719269097,0.781967223
0.269914491,0.752124846,0.719901741,0.782300889
0.270702070,0.752455056,0.720262527,0.782495677
0.271489649,0.752739489,0.721217096,0.782841802
0.272277228,0.752739489,0.721217096,0.782841802
0.273064806,0.753054798,0.721724987,0.783450723
0.273852385,0.753368556,0.723192036,0.783461213
0.274639964,0.753368556,0.723192036,0.783461213
0.275427543,0.753693521,0.723404229,0.784021080
0.276215122,0.753945172,0.723472655,0.784021080
0.277002700,0.753945172,0.723472655,0.784021080
0.277790279,0.754232883,0.724315047,0.784100413
0.278577858,0.754493356,0.724364221,0.784330964
0.279365437,0.754778683,0.724854529,0.784955740
0.280153015,0.754778683,0.724854529,0.784955740
0.280940594,0.755042195,0.725779951,0.785335660
0.281728173,0.755294442,0.725779951,0.785594642
0.282515752,0.755294442,0.725779951,0.785594642
0.283303330,0.755526006,0.725901067,0.785596013
0.284090909,0.755793571,0.726075530,0.785776973
0.284878488,0.755793571,0.726075530,0.785776973
0.285666067,0.756064594,0.726601005,0.785898566
0.286453645,0.756350100,0.726734340,0.786018729
0.287241224,0.756583273,0.726890743,0.786212921
0.288028803,0.756583273,0.726890743,0.786212921
0.288816382,0.756909370,0.726901054,0.786423862
0.289603960,0.757191300,0.727421999,0.786857605
0.290391539,0.757191300,0.727421999,0.786857605
0.291179118,0.757487178,0.727495909,0.787091374
0.291966697,0.757759452,0.727495909,0.788495600
0.292754275,0.757759452,0.727495909,0.788495600
0.293541854,0.758070946,0.728234351,0.789380550
0.294329433,0.758357048,0.728426397,0.789848626
0.295117012,0.758629262,0.728426397,0.789848626
0.295904590,0.758629262,0.728426397,0.789848626
0.296692169,0.758955777,0.728465974,0.791057587
0.297479748,0.759276867,0.728465974,0.791666687
0.298267327,0.759276867,0.728465974,0.791666687
0.299054905,0.759553850,0.729131162,0.791986346
0.299842484,0.759967089,0.729575157,0.792062104
0.300630063,0.759967089,0.729575157,0.792062104
0.301417642,0.760262251,0.730000019,0.792120695
0.302205221,0.760555804,0.730081320,0.792777300
0.302992799,0.760886490,0.730081320,0.793040276
0.303780378,0.760886490,0.730081320,0.793040276
0.304567957,0.761228979,0.730799675,0.793040276
0.305355536,0.761543095,0.730897009,0.794066310
0.306143114,0.761543095,0.730897009,0.794066310
0.306930693,0.761911869,0.731051326,0.794066310
0.307718272,0.762250841,0.731112897,0.794066310
0.308505851,0.762250841,0.731112897,0.794066310
0.309293429,0.762634695,0.731768668,0.795282245
0.310081008,0.762963474,0.731803775,0.795282245
0.310868587,0.763332129,0.731803775,0.796058297
0.311656166,0.763332129,0.731803775,0.796058297
0.312443744,0.763748109,0.732503891,0.796311796
0.313231323,0.764086306,0.732503891,0.796482384
0.314018902,0.764086306,0.732503891,0.796482384
0.314806481,0.764435768,0.732503891,0.796805680
0.315594059,0.764811158,0.732503891,0.796901882
0.316381638,0.764811158,0.732503891,0.796901882
0.317169217,0.765186548,0.733333349,0.797762454
0.317956796,0.765540659,0.733502567,0.798482299
0.318744374,0.765899420,0.733502567,0.799832523
0.319531953,0.765899420,0.733502567,0.799832523
0.320319532,0.766303957,0.733676970,0.800182462
0.321107111,0.766698956,0.734146357,0.800344229
0.321894689,0.766698956,0.734146357,0.800344229
0.322682268,0.766989529,0.734241903,0.800344229
0.323469847,0.767389655,0.735660851,0.800690234
0.324257426,0.767389655,0.735660851,0.800690234
0.325045005,0.767770231,0.735660851,0.800690234
0.325832583,0.768155098,0.735981286,0.801507533
0.326620162,0.768464744,0.736531973,0.802235603
0.327407741,0.768464744,0.736531973,0.802235603
0.328195320,0.768897057,0.736666679,0.802426338
0.328982898,0.769341886,0.736710966,0.802459002
0.329770477,0.769341886,0.736710966,0.802459002
0.330558056,0.769772947,0.736890495,0.802990317
0.331345635,0.770173311,0.736890495,0.803278685
0.332133213,0.770173311,0.736890495,0.803278685
0.332920792,0.770588160,0.737232268,0.803671181
0.333708371,0.771032691,0.737664461,0.803671181
0.334495950,0.771468103,0.737810493,0.803770363
0.335283528,0.771468103,0.737810493,0.803770363
0.336071107,0.771870732,0.738333344,0.803955317
0.336858686,0.772234380,0.738724709,0.804532588
0.337646265,0.772234380,0.738724709,0.804532588
0.338433843,0.772638798,0.739276707,0.804815114
0.339221422,0.773037434,0.739509106,0.805272102
0.340009001,0.773037434,0.739509106,0.805272102
0.340796580,0.773409545,0.739509106,0.806421161
0.341584158,0.773811400,0.740117729,0.806451619
0.342371737,0.774185598,0.740216494,0.807076693
0.343159316,0.774185598,0.740216494,0.807076693
0.343946895,0.774568081,0.740989089,0.807823122
0.344734473,0.774954557,0.741049111,0.808032155
0.345522052,0.774954557,0.741049111,0.808032155
0.346309631,0.775365174,0.742424250,0.808046937
0.347097210,0.775792956,0.743311048,0.808586776
0.347884788,0.775792956,0.743311048,0.808586776
0.348672367,0.776226759,0.743311048,0.808604062
0.349459946,0.776565492,0.744107723,0.809481204
0.350247525,0.776971698,0.744147182,0.809523821
0.351035104,0.776971698,0.744147182,0.809523821
0.351822682,0.777335107,0.744205296,0.809836090
0.352610261,0.777668417,0.745321393,0.810561597
0.353397840,0.777668417,0.745321393,0.810561597
0.354185419,0.778008163,0.745346844,0.810625553
0.354972997,0.778393805,0.745346844,0.810954034
0.355760576,0.778393805,0.745346844,0.810954034
0.356548155,0.778776586,0.745346844,0.811287463
0.357335734,0.779137790,0.745865941,0.811704814
0.358123312,0.779466569,0.746635020,0.811764717
0.358910891,0.779466569,0.746635020,0.811764717
0.359698470,0.779798925,0.747010112,0.812292337
0.360486049,0.780150890,0.747884929,0.812500000
0.361273627,0.780150890,0.747884929,0.812500000
0.362061206,0.780475914,0.748752058,0.812824965
0.362848785,0.780842483,0.748752058,0.813051164
0.363636364,0.780842483,0.748752058,0.813051164
0.364423942,0.781213999,0.748752058,0.813114762
0.365211521,0.781573474,0.749172211,0.813242793
0.365999100,0.781901598,0.750217557,0.813401163
0.366786679,0.781901598,0.750217557,0.813401163
0.367574257,0.782221973,0.751215577,0.813413560
0.368361836,0.782547951,0.751454711,0.813574672
0.369149415,0.782547951,0.751454711,0.813574672
0.369936994,0.782879829,0.751454711,0.814718604
0.370724572,0.783229470,0.751454711,0.814718604
0.371512151,0.783229470,0.751454711,0.814718604
0.372299730,0.783572257,0.751886010,0.814814806
0.373087309,0.783908784,0.752724230,0.815573752
0.373874887,0.784201801,0.753327429,0.815573752
0.374662466,0.784201801,0.753327429,0.815573752
0.375450045,0.784523785,0.753327429,0.815573752
0.376237624,0.784849107,0.753449857,0.816064239
0.377025203,0.784849107,0.753449857,0.816064239
0.377812781,0.785177588,0.753846169,0.816326559
0.378600360,0.785523653,0.754506409,0.816326559
0.379387939,0.785523653,0.754506409,0.816326559
0.380175518,0.785862684,0.755384624,0.816326559
0.380963096,0.786165059,0.756323755,0.816562772
0.381750675,0.786165059,0.756323755,0.816562772
0.382538254,0.786478281,0.756488562,0.816562772
0.383325833,0.786751926,0.756869256,0.817332208
0.384113411,0.787032485,0.757039428,0.817332208
0.384900990,0.787032485,0.757039428,0.817332208
0.385688569,0.787280858,0.757081568,0.817332208
0.386476148,0.787552118,0.757475078,0.817332208
0.387263726,0.787552118,0.757475078,0.817332208
0.388051305,0.787857711,0.757939935,0.817647040
0.388838884,0.788096428,0.758305669,0.818181813
0.389626463,0.788096428,0.758305669,0.818181813
0.390414041,0.788412988,0.758798301,0.818181813
0.391201620,0.788724601,0.759230793,0.818877578
0.391989199,0.789004087,0.759832621,0.819194496
0.392776778,0.789004087,0.759832621,0.819194496
0.393564356,0.789288640,0.759889603,0.819309115
0.394351935,0.789576530,0.760284781,0.820083678
0.395139514,0.789576530,0.760284781,0.820083678
0.395927093,0.789874256,0.760391176,0.820083678
0.396714671,0.790142775,0.760391176,0.820168078
0.397502250,0.790142775,0.760391176,0.820168078
0.398289829,0.790448129,0.760711372,0.820205450
0.399077408,0.790731192,0.761506259,0.820804179
0.399864986,0.790985227,0.761866450,0.821167886
0.400652565,0.790985227,0.761866450,0.821167886
0.401440144,0.791240156,0.762439787,0.821757317
0.402227723,0.791503429,0.762541831,0.821757317
0.403015302,0.791503429,0.762541831,0.821757317
0.403802880,0.791771233,0.762726486,0.821869493
0.404590459,0.792023659,0.762836158,0.821905613
0.405378038,0.792023659,0.762836158,0.821905613
0.406165617,0.792281270,0.763608098,0.822080314
0.406953195,0.792517722,0.763608098,0.822278917
0.407740774,0.792784810,0.763980269,0.822773993
0.408528353,0.792784810,0.763980269,0.822773993
0.409315932,0.793014288,0.764466166,0.822773993
0.410103510,0.793238282,0.764466166,0.823129237
0.410891089,0.793238282,0.764466166,0.823129237
0.411678668,0.793467999,0.764513493,0.823129237
0.412466247,0.793737590,0.765384614,0.823630154
0.413253825,0.793737590,0.765384614,0.823630154
0.414041404,0.794044614,0.765409410,0.823630154
0.414828983,0.794323146,0.765598655,0.824369729
0.415616562,0.794577360,0.765976608,0.824369729
0.416404140,0.794577360,0.765976608,0.824369729
0.417191719,0.794821918,0.766329348,0.825042903
0.417979298,0.795140743,0.766417265,0.825729907
0.418766877,0.795140743,0.766417265,0.825729907
0.419554455,0.795411885,0.766666651,0.825941443
0.420342034,0.795673847,0.766998351,0.826048970
0.421129613,0.795673847,0.766998351,0.826048970
0.421917192,0.795922458,0.766998351,0.826251209
0.422704770,0.796190441,0.768169284,0.826306939
0.423492349,0.796443462,0.768217742,0.826737046
0.424279928,0.796443462,0.768217742,0.826737046
0.425067507,0.796733499,0.768217742,0.826890767
0.425855086,0.796998978,0.768217742,0.827380955
0.426642664,0.796998978,0.768217742,0.827380955
0.427430243,0.797263980,0.768292665,0.827993274
0.428217822,0.797521353,0.768601775,0.828467131
0.429005401,0.797521353,0.768601775,0.828467131
0.429792979,0.797798038,0.769105673,0.828473389
0.430580558,0.798038542,0.769105673,0.829081655
0.431368137,0.798286080,0.769736826,0.829331040
0.432155716,0.798286080,0.769736826,0.829331040
0.432943294,0.798539162,0.769949079,0.829505324
0.433730873,0.798835993,0.769999981,0.829636216
0.434518452,0.798835993,0.769999981,0.829636216
0.435306031,0.799087107,0.770235002,0.829636216
0.436093609,0.799398184,0.770833313,0.830479443
0.436881188,0.799398184,0.770833313,0.830479443
0.437668767,0.799661458,0.771241844,0.830479443
0.438456346,0.799920797,0.771241844,0.831451595
0.439243924,0.800159812,0.771241844,0.831451595
0.440031503,0.800159812,0.771241844,0.831451595
0.440819082,0.800457418,0.771498799,0.831451595
0.441606661,0.800709665,0.771500826,0.831658304
0.442394239,0.800709665,0.771500826,0.831658304
0.443181818,0.800984681,0.771500826,0.832116783
0.443969397,0.801258445,0.771869659,0.832610607
0.444756976,0.801258445,0.771869659,0.832610607
0.445544554,0.801503122,0.772449851,0.833333313
0.446332133,0.801767588,0.772616148,0.833616316
0.447119712,0.802070439,0.772765934,0.833619237
0.447907291,0.802070439,0.772765934,0.833619237
0.448694869,0.802345991,0.772873223,0.833622158
0.449482448,0.802651346,0.773080230,0.834205925
0.450270027,0.802651346,0.773080230,0.834205925
0.451057606,0.802977026,0.773424208,0.834205925
0.451845185,0.803264916,0.773648620,0.834205925
0.452632763,0.803264916,0.773648620,0.834205925
0.453420342,0.803581834,0.773648620,0.835294127
0.454207921,0.803864539,0.773675740,0.835334480
0.454995500,0.804127336,0.773716927,0.835334480
0.455783078,0.804127336,0.773716927,0.835334480
0.456570657,0.804462850,0.774139404,0.835334480
0.457358236,0.804751873,0.774354696,0.835334480
0.458145815,0.804751873,0.774354696,0.835334480
0.458933393,0.805039644,0.774354696,0.835820913
0.459720972,0.805317283,0.774729848,0.836221814
0.460508551,0.805317283,0.774729848,0.836221814
0.461296130,0.805590332,0.774805844,0.836378753
0.462083708,0.805882096,0.775876105,0.836378753
0.462871287,0.806134760,0.775876105,0.836562753
0.463658866,0.806134760,0.775876105,0.836562753
0.464446445,0.806430459,0.776094258,0.837791204
0.465234023,0.806676388,0.776094258,0.837791204
0.466021602,0.806676388,0.776094258,0.837791204
0.466809181,0.806951404,0.776778400,0.837791204
0.467596760,0.807234287,0.776778400,0.837791204
0.468384338,0.807234287,0.776778400,0.837791204
0.469171917,0.807515502,0.777038276,0.837954938
0.469959496,0.807781637,0.777506113,0.838046253
0.470747075,0.808068991,0.777960539,0.838046253
0.471534653,0.808068991,0.777960539,0.838046253
0.472322232,0.808360338,0.777960539,0.838572621
0.473109811,0.808618426,0.777960539,0.838624358
0.473897390,0.808618426,0.777960539,0.838624358
0.474684968,0.808843374,0.777960539,0.839558601
0.475472547,0.809142828,0.778709114,0.839558601
0.476260126,0.809142828,0.778709114,0.839558601
0.477047705,0.809422851,0.778996885,0.839897275
0.477835284,0.809710085,0.779136121,0.839965403
0.478622862,0.809993923,0.779540062,0.840271890
0.479410441,0.809993923,0.779540062,0.840271890
0.480198020,0.810279012,0.779646754,0.840271890
0.480985599,0.810567617,0.780296445,0.840388000
0.481773177,0.810567617,0.780296445,0.840388000
0.482560756,0.810818970,0.780730903,0.840871036
0.483348335,0.811067700,0.780730903,0.840871036
0.484135914,0.811067700,0.780730903,0.840871036
0.484923492,0.811328113,0.780748665,0.840871036
0.485711071,0.811570287,0.780766070,0.840871036
0.486498650,0.811817467,0.781721413,0.840871036
0.487286229,0.811817467,0.781721413,0.840871036
0.488073807,0.812064111,0.781982005,0.840986371
0.488861386,0.812324107,0.782094598,0.841283619
0.489648965,0.812324107,0.782094598,0.841283619
0.490436544,0.812540472,0.782793880,0.841283619
0.491224122,0.812747419,0.782793880,0.841421127
0.492011701,0.812747419,0.782793880,0.841421127
0.492799280,0.812954009,0.782888710,0.841421127
0.493586859,0.813170254,0.782888710,0.841609597
0.494374437,0.813358009,0.782939196,0.841609597
0.495162016,0.813358009,0.782939196,0.841609597
0.495949595,0.813533008,0.783783793,0.841609597
0.496737174,0.813789427,0.783846140,0.841887414
0.497524752,0.813789427,0.783846140,0.841887414
0.498312331,0.814022124,0.784298182,0.842465758
0.499099910,0.814262867,0.784693003,0.842465758
0.499887489,0.814262867,0.784693003,0.842465758
0.500675068,0.814506114,0.784841061,0.842715204
0.501462646,0.814743280,0.784841061,0.842820704
0.502250225,0.814743280,0.784841061,0.842820704
0.503037804,0.814942241,0.785030484,0.843353093
0.503825383,0.815128028,0.785270631,0.843363583
0.504612961,0.815317631,0.785591781,0.843885541
0.505400540,0.815317631,0.785591781,0.843885541
0.506188119,0.815544069,0.786471069,0.843915343
0.506975698,0.815717399,0.786733866,0.844020784
0.507763276,0.815717399,0.786733866,0.844020784
0.508550855,0.815928698,0.787059784,0.844044566
0.509338434,0.816103518,0.787059784,0.844178081
0.510126013,0.816103518,0.787059784,0.844178081
0.510913591,0.816309333,0.787216842,0.844178081
0.511701170,0.816515625,0.787470281,0.844797194
0.512488749,0.816701531,0.787500024,0.844797194
0.513276328,0.816701531,0.787500024,0.844797194
0.514063906,0.816931069,0.787689567,0.844797194
0.514851485,0.817108989,0.788225651,0.845500827
0.515639064,0.817108989,0.788225651,0.845500827
0.516426643,0.817287326,0.788288295,0.845500827
0.517214221,0.817472398,0.788288295,0.845500827
0.518001800,0.817472398,0.788288295,0.845500827
0.518789379,0.817659318,0.788770080,0.845500827
0.519576958,0.817852616,0.788770080,0.845500827
0.520364536,0.818036973,0.788861156,0.845500827
0.521152115,0.818036973,0.788861156,0.845500827
0.521939694,0.818189323,0.788861156,0.845678985
0.522727273,0.818347275,0.788861156,0.845678985
0.523514851,0.818347275,0.788861156,0.845678985
0.524302430,0.818525612,0.789473712,0.845678985
0.525090009,0.818712533,0.789608181,0.845678985
0.525877588,0.818712533,0.789608181,0.845678985
0.526665167,0.818895876,0.789915979,0.845758379
0.527452745,0.819019914,0.790562928,0.846422315
0.528240324,0.819200695,0.790642321,0.846422315
0.529027903,0.819200695,0.790642321,0.846422315
0.529815482,0.819360733,0.791245818,0.846422315
0.530603060,0.819530368,0.791245818,0.846422315
0.531390639,0.819530368,0.791245818,0.846422315
0.532178218,0.819679797,0.791262150,0.846422315
0.532965797,0.819820583,0.791361034,0.847442687
0.533753375,0.819820583,0.791361034,0.847442687
0.534540954,0.820021868,0.792071223,0.847571194
0.535328533,0.820210457,0.792228401,0.847807407
0.536116112,0.820379376,0.792313993,0.847807407
0.536903690,0.820379376,0.792313993,0.847807407
0.537691269,0.820559084,0.792313993,0.847953200
0.538478848,0.820703626,0.792483687,0.847953200
0.539266427,0.820703626,0.792483687,0.847953200
0.540054005,0.820876122,0.792483687,0.847953200
0.540841584,0.821030617,0.792483687,0.847953200
0.541629163,0.821030617,0.792483687,0.847953200
0.542416742,0.821215749,0.792792797,0.848353565
0.543204320,0.821361184,0.792863369,0.849024594
0.543991899,0.821539700,0.792991042,0.849056602
0.544779478,0.821539700,0.792991042,0.849056602
0.545567057,0.821664333,0.793021441,0.849056602
0.546354635,0.821868539,0.793021441,0.849177361
0.547142214,0.821868539,0.793021441,0.849177361
0.547929793,0.822046459,0.793718159,0.849315047
0.548717372,0.822253644,0.794188857,0.850118935
0.549504950,0.822253644,0.794188857,0.850118935
0.550292529,0.822448015,0.794188857,0.850118935
0.551080108,0.822625935,0.794188857,0.850118935
0.551867687,0.822791159,0.794348538,0.850126982
0.552655266,0.822791159,0.794348538,0.850126982
0.553442844,0.822945356,0.794594586,0.850340128
0.554230423,0.823139012,0.794607460,0.850340128
0.555018002,0.823139012,0.794607460,0.850340128
0.555805581,0.823283970,0.794934630,0.850771844
0.556593159,0.823446393,0.795000017,0.850771844
0.557380738,0.823446393,0.795000017,0.850771844
0.558168317,0.823600233,0.795000017,0.850771844
0.558955896,0.823750854,0.795000017,0.851260483
0.559743474,0.823894560,0.795726478,0.851260483
0.560531053,0.823894560,0.795726478,0.851260483
0.561318632,0.824056625,0.795986593,0.851629496
0.562106211,0.824192882,0.796157062,0.851629496
0.562893789,0.824192882,0.796157062,0.851629496
0.563681368,0.824344993,0.796157062,0.851629496
0.564468947,0.824533761,0.796511650,0.851629496
0.565256526,0.824533761,0.796511650,0.851629496
0.566044104,0.824729502,0.796511650,0.851851881
0.566831683,0.824886382,0.796511650,0.852667212
0.567619262,0.825064063,0.796511650,0.852733672
0.568406841,0.825064063,0.796511650,0.852733672
0.569194419,0.825239658,0.796822727,0.853291035
0.569981998,0.825388670,0.797274292,0.853291035
0.570769577,0.825388670,0.797274292,0.853291035
0.571557156,0.825601697,0.797385633,0.853411973
0.572344734,0.825758934,0.797385633,0.853411973
0.573132313,0.825758934,0.797385633,0.853411973
0.573919892,0.825920463,0.797500014,0.853513956
0.574707471,0.826077044,0.797500014,0.853571415
0.575495050,0.826233089,0.797649026,0.853571415
0.576282628,0.826233089,0.797649026,0.853571415
0.577070207,0.826380491,0.797881007,0.854020953
0.577857786,0.826550424,0.798085272,0.854020953
0.578645365,0.826550424,0.798085272,0.854020953
0.579432943,0.826716185,0.798085272,0.854020953
